datasheet_link,target_col,content
https://juno.acuitybrands.com/api/products/getasset/juno/927706/f13a0378-46e9-4980-9e9f-3c308e164fa7/ic1jbpf_4jbldt.pdf?abl_version=08%2f14%2f2022+08%3a12%3a45&DOC_Type=SPEC_SHEET,lighting,"TEEN Juno 4 IC RATED LED NEW CONSTRUCTION   Proje Fieuee Type JUNO RED SERIESTM DOWNLIGHT location FOR INSTALLATION INTO. Cone Phone FIRE RATED CEILING ASSEMBLIES BLj@ IC1JBPF 4JBLDT   PRODUCT DESCRIPTION DIMENSIONS ein bax las tna ang ah im mele ea ane donigh non                     41/4"" SQUARE CELING CUTOUT MAK      mort iitiacln echoes Pcpeees tree incorrect eat)  weropim ceria Te two cone yl de ~ coer hp meta ong INSTALATION _   ter Heong Beton in og Aeuitysrands *    4 IC RATED LED NEW CONSTRUCTION JUNO RED SERIESTM DOWNLIGHT FOR INSTALLATION INTO FIRE RATED CEILING ASSEMBLIES IC1JBPF 4JBLDT   ELECTRICAL DATA         nousne: ng amps CIRO OTE   ca = Vai Be varios 7, 0 se savour sir un de       mm rn tmp 0876 ir ie Dian var nak site Be tig .      @ i iarta tae  SAeuityBrands 325 was darars Lo i  rey 4 IC RATED LED NEW CONSTRUCTION JUNO RED SERIESTM DOWNLIGHT FOR INSTALLATION INTO FIRE RATED CEILING ASSEMBLIES      IC1JBPF 4JBLDT PHOTOMETRICS. Dain Gre  _ isien Date Outpt Die (can tate ince Dt ot 0 Av Fo areal ie       umer orm 120 RPC + AILDT DB, 2709 pt wes: dod mas 7245, L/W =1 a 1200s as WES LL           "
https://lithonia.acuitybrands.com/api/products/getasset/lithonia-lighting/933404/0b5845d2-0005-4895-90c2-734a37c509d5/6sl-led-l-spkr.pdf?abl_version=01%2f11%2f2023+19%3a11%3a30&DOC_Type=SPEC_SHEET,lighting,"  OC LTHONIA LIGHTING |=   FEATURES & SPECIFICATIONS EEE peep eda Lee ee ones em yet ny (tomo ethu cence panes pen Senne <TC tamer empathy ees  anny pot em eh sing an, Tllnaiemanat one thw todos {TIC he nen eal Panag cpm de ee pp as         Theo  Oum     iinet nee Seton    {pstnneteueezsne                s eee oe ses CS; Sey mise eo I onetime tame boule PN       ES a Ragoaneettntinn ngage ams    sr ipa Laer tac               wf ston wasn ven     6SL L/SPKR_ 6"" LED Speaker-Less Companion for 6SL Speaker Downlight       QUICK START INSTALLATION GUIDE Sete Ay + - PHOTOMETRICS chic Sint bae       (50 7,30, 500 gt at eens 72 =n 3400 ese na mi  sno 7, 2760,            6SL L/SPKR 6"" LED Speaker-Less Companion for 6SL Speaker Downlight     ADDITIONAL DATA, DIMMING, AND LIGHTING FACTS                                                urna wart ao   "
https://nlight.acuitybrands.com/api/products/getasset/gotham-lighting/1657543/4577a19f-bbd5-4c5d-bc45-4fa763f75037/evo6sqm.pdf?abl_version=12%2f13%2f2022+00%3a24%3a00&DOC_Type=SPEC_SHEET,lighting,"Luminaire Type Catalog Number         Multiple Layers of Light Cee URS Sg at ee sea aiainelginanente + fem Qa            Diebatin   Super Perfomance    J) cwecinated Apertures | Mutt Layers of Light       es ; 7 we oat ee a a esl ae Sa me Healthcare <a ea Special Applications      @ gotham |e vo     Tons    ee catalog Number:                     T alors | Rete Fas or Toe tle OR Reged at ie toes used ete 1 thoes tart eh isk Tie pen ie Cust re 0 hr isco m= ee in Deena) ges Ptr 10 rn                               5 Say ran tad Seg tone 4 Naoto eB, ME RANE TRALBD. TO. atte ih Le Seti Sect ie rune ert Ewe Wile on recy et a ams ep eg otis a eed Sch eg    mee Smiermesvametipite tninanee, Nee momsnesh ue eoar i @gotham                 Optica Assembly Ful seweate ud uae eed LED igh npn sale fr at minke esc om lon he ein    (Opt designs a Baucing ay eign wth 45 cu esate and suc nage. Tp coun fh racer tr svpr ie cnt Urns sale ch aches tego ime lec cle pl ges wih rr ah ar lecial  The lumina sa operate m9 5060 He 3 Me AC in oer otge gig em 120 VAC 2277 VAC The Hatton of revo sal ve die ec on te amneus ovo  Sound Raed Aer shal be 280% ein at tl nad sera pa ealgt Lt ena option fr or 2 sees er ee 20.  484 cpt to om contls mie sal be eupped mth interface or aig wed net th inal pomer spy pr petition. Dinning  The ume sabe capa of cotnous dnming wit preiable sebosone lcker 2 mesa y fcr dex ANSVIESRP-16-10) oe range   F057 TOS 100 Gor 0b O's a es emer sug wih senha chon op {4oLE0 LEDs a cat IEEE P17Q9 stan Aen rafts must enotattecnenace with abut tere ar esing whch cements ts prtamance. Syste ht So al met EEE P1789 ml nt be cone Conan       tacuing proces rhe arate lb digest lina ponents re fess supre wihtand mechan   onal sides fam nsloian equred (unless mtied spacing nates abewaeh Elite gure on per mate pled y ches. Ser at recommen ite reo sation ition sheet stings Photometie Eber ey ENA Slr 7.089 ari ah, Lane et hl ery ae tan ith teu 22'5 Macias sendy pnt athe nection ie BLT ine wie tas fy cee Ecc pce Buy Amerian et  The roduc aed in th USA ac met the uy Arr omar pcuteent euiament nder FAB, PARS and DOT guts Prete refer to smash tinal oration Waray yer waranty. Thi tent mrt pod and ole sates nis speciation het cet ay waranty fay Kin. ther exes Simp wander we dined Crit maran tare ete ate:              <SA* capable Luminaire ete optemnae atsten digtatseip sta psi nate ange Se ming hig slum hao pats ome ae) 5 nate patina td et etn eae 5 nate tun tn le dent pg het ty alee eh a emis  nem snake  Seeger           arta IP marine @ gotham  gotham|e v oO    Cee eed                                                                     ef oe om 2a ei a | es RT 7 I rest 66590 ing peg 7 8 as : Ottis 736 193) 7 N64 treo  sana oeeeee ae tate a Seamer nm RE eRTRERN | e @ gotham  nous |   VOSSQ0 35725 ARLSS GOCRI INPUT WATS: 28.7, DELIVERED LUMENS: 2586, PW = 1087, 0.91 SfMH, TEST NO: 11279000527            @gotham      nous |   gotham     EVO Ds      EVO5Saq 25725 DFR SMO BOCRI_NPUT WATT. 24.70, DELERED LUMENS: 1820 1, PW= 72.7, 0.9 Sh, TEST No LTL29802P99                                                                                                   Tis nai Do cain Set Tater [Sa Teiatimem [OY or oo | Ta a DIRS ade peat Smeantiayaeatinete igtshane fe Oe. Sutenn ones @gotham           UGH fers ute tyes wal cals each nth varying etre an user aparece    aes ik Ba   <SA* capable Luminaire  tentang mite hn  tein pond pins ste bce ope oman + Metin shin met Bey ed edhe tmnt any + Rani ate an {ip neces rhe ya shade hound  been eve sh tno  eget tl      rr PUD [Soa ting Rts) Cutan POD Deke Lge te cng PR a et) co LD Cpe POD) |e PE ee) Swi antPoT 6 Peete Maer |i ect aan dal eh) OTL Smee (tse em ted                                   Wie                    Wa se bx empl oes           "
https://lfillumination.com/files/specsheets/MF12BNS-2-Light-Trimless-LED.pdf,lighting,"MULTIFORMS - MF100 Series 14 . RECESSED ADJUSTABLE KNIFE APERTURE 2-LIGHT ILLUMINATION TRIMLESS J LED | SMALL                               LA ccummarion w1F100 SMALL = = os oe mE ome tc oreion a eae oe ee Linear Spread Lens OPTB-LSL Linear Spread Lens - LED Film OPTB-L-LSL permet a . 1"" Snoot - White With Black Splay OPTB-SNWB reer Hb Set of 4 bars Good for one fixture LBARS4PK ~. (See next page for details)         omer eotred ga, toes & mio ene wlan et       LAT unmarion Feature byBanew - bled together provides a ""x1"" C-Channel shaped        esoouneTEns | eestor 16885-1305 |   14 EMERGENCY INVERTERS ILLUMINATION  The emergency invert provides fal power up fs lad rating or no less than 90 minutes as preserbed by UL 924 Listed for US and Canada & CSA C22 No. 147 Unit Equipment fr Emergency Lighting   The iwerterisnstaled remote, behind an access panel or with above cating access required (behind gl clings are also accgptabe). Th inverter snot accessible through the fidure opening in the cain, The nwerters are rated fr 120-277 and til work for LED, ELV, MLY, incandescent & fuorescent fas.      The iverter is pared forthe connected load wattage ofthe ight sources) 25W = If the load rating requirement is 25W (or less) then we recommend LF #EMREM25 hip:/iwaniotaengineering coms hm hip:otaengineering convirverteris25, manual pat hip:iotaengineering.condagrams/ad10 pat 35W == +35 verso features Ngoc petmance tohelp mast GEC te 20 ete reuraments If the load rating requirement is 25-35W then we recommend LF #EMREM3SHE   HOTAGIS-35-HE: _hitps/wnviotaonghoering com/inverterisashe. spec:pat Instructions: pes wwniotaengheerng com/senicea/#manuallieashe Wiring Diagram: https /iwnuiotaongheering convserices/#iciagyams/issShe 50W = If the load rating requirement is 35-50W then we rec hitptzengreerng.convirwerteris60_spec pat hip: fotsengneerng.convievertaris60_manual pat hitp:iotaengneering com diagrams/ad0 pat   (Consult LF luminton or higher wattage wert ofngs         "
https://lfillumination.com/files/specsheets/MF31DSRT-1-Light-Remodel-Trimmed-LED.pdf,lighting,"REMODEL MULTIFORMS - MF300 Series l4j RECESSED ADJUSTABLE REMODEL 1-LIGHT ILLUMINATION TRIMMED Dita                      v4 coe sys (236) - Vent Holes . S Deer See al ws : ss 8 : Ht ~ ~ <0 | 30 >   rte cant aeratg prt nines access ough eg opin                     |MFSIDR- Gent (aaa Bcch/ soe ron 17 |"" Dae noe aco WW Yz02rrv ce Femomy MFS1DR-T : (Ordering Example: MFS1DR-T-22L-8027-N-TD-D2-U-BB-EM       OPTICAL ACCESSORIES lA ILLUMINATION MF100 / MF300 / Surface MF / Suspended MF                   Prismatic Spread Lens       a oe aa OPTICAL ACCESSORY DESCRIPTION. MRI '* PAR2O '* PARGO / PARSOCMH tints | spwcoows | reas cSamun |snaese | se pee a or toner iin) Cc) Sear Lene mau eom | caw teacten. | ote ora Clear Lens - LED Film OB LOR | wn NA Cc) ies ppc CD vecatae BL, | | ae remem Ea een ne Diffusion Lens - LED Film pT A eo Dae Ue Sets oT, [A | ASS @&> Linear Spread Lens - LED Fim OPTB-L-LsL | OPTC-L-LsL | OPTD-LASL Cy crre-s._| oercrs. | _opnpest      Sroot- lack eens | Ranken | att astm Sroot- White eiereionn | oferta | str ann Sroot- iver stein, | coon. | 8 Mos en Soot - White With Black Splay ee ed eee ceeel Meant Sroot-SiverWit Blackley | Girma | sfarrannm. | oC Ris,       * erated gm trace mio ein lune        "
https://lfillumination.com/files/specsheets/MF31CSRS-1-Light-Remodel-Trimless-LED.pdf,lighting,"REMODEL - MF300 Series l4j RECESSED ADJUSTABLE REMODEL 1-LIGHT ILLUMINATION TRIMLESS DEW + 625080) +              =  ntl cate aeatg prt nines access ough eg opin                               MFS1CR-S orig ove rra       MFS1CR-S (Ordering Example: MF81CR-S-22L-8027-N-TD-D2-U-BB-EM   OPTICAL ACCESSORIES lA ILLUMINATION MF100 / MF300 / Surface MF / Suspended MF                   Prismatic Spread Lens       a oe aa OPTICAL ACCESSORY DESCRIPTION. MRI '* PAR2O '* PARGO / PARSOCMH tints | spwcoows | reas cSamun |snaese | se pee a or toner iin) Cc) Sear Lene mau eom | caw teacten. | ote ora Clear Lens - LED Film OB LOR | wn NA Cc) ies ppc CD vecatae BL, | | ae remem Ea een ne Diffusion Lens - LED Film pT A eo Dae Ue Sets oT, [A | ASS @&> Linear Spread Lens - LED Fim OPTB-L-LsL | OPTC-L-LsL | OPTD-LASL Cy crre-s._| oercrs. | _opnpest      Sroot- lack eens | Ranken | att astm Sroot- White eiereionn | oferta | str ann Sroot- iver stein, | coon. | 8 Mos en Soot - White With Black Splay ee ed eee ceeel Meant Sroot-SiverWit Blackley | Girma | sfarrannm. | oC Ris,       * erated gm trace mio ein lune        "
https://lfillumination.com/files/specsheets/MN31DNS-1-Light-Trimless.pdf,lighting,MULTIFORMS - MF350 Series 14 . RECESSED ADJUSTABLE STRAIGHT APERTURE 1-LIGHT ILLUMINATION ness LARGE        je: MN31DA-S-26C-8027-N-TD-DMU-BB esoourerens Tate 665-1886     
https://lfillumination.com/files/specsheets/MN31CNS-1-Light-Trimless.pdf,lighting,MULTIFORMS - MF350 Series 14 . RECESSED ADJUSTABLE STRAIGHT APERTURE 1-LIGHT ILLUMINATION Bess Tau                  Example: MNS1CN-S-26C-8027-N-TD-DMU-BB_ eaoourerens Teste 665-1886     
https://lfillumination.com/files/specsheets/MN34BNS-1-Light-Trimless.pdf,lighting,MULTIFORMS - MF350 Series 14 7 RECESSED ADJUSTABLE STRAIGHT APERTURE 1-LIGHT ILLUMINATION Ess Bm         Example: MNS1BN-S-13C-8027-N-TD-DMU-BB eaoourerens Tate 685-1886     
https://cdn.currentlighting.com/site/specsheet/COL_KHL_spec.pdf,lighting,"Columbia TreHtine KEMLUX III SERIES FEATURES Tee ste datreons pe V Sq, Tpe V Rectang Nano   Cappers ton 8%) umn using, ovr ond un th Ox SPECIFICATIONS,      ie CA tet L680 Wet Locaion                  Sruntaa onan aos (uta EDs severng up 0105 yen ery  npn or pum compara 1,24 and 36 LEDs on up 1 6 taht engres Srencmsnscomameny ONAN EH Capertee (48 shina ong cepa etn tie au nae eninge | 5.9008 Fate wht 28s Shope ng 22 worse Ringe | 85 & eying te | e808 Pepoedie ows | 500 carenbaningconecunbisaning = Current  Even geemmee, pee  Columbia ba TreHtine KEMLUX Mt SERIES caravos   ORDERING GUIDE xan HH SGLUSKNLC2 TNS             LED SYSTEM INFORMATION mest | obi | wwrwrs| osmeanon | romans | MEP | wooo Current  curertghting.comeokmbiasghting 7   Columbia bare LocaTiOn TreHtine                         KEMLUX III SERIES no water | vam [gaan ABE | SE [ag | com DIMENSIONS       a. 2B 1, ey es yy sworennsscot mann Current mvownee   Columbia TreHtine KEMLUX III SERIES PHOTOMETRY re aLxsKSM                                                HXLSSLX-SKSR unmnane oar roncraee nance oxtacovsaMI HXLSSLX-SKN uma ox LuMINANce Dara eDIsOMI           "
https://beghelliusa.com/wp-content/uploads/2022/05/testa_spec.pdf,lighting,
https://media.iuseelite.com/specsheet2/sl2.pdf,lighting,"  FESTOON XENON LAMP    Teo determine the mot atractive and efficient form of lighting for your anpication iS ing the bes lamp type. lamp spacin, ana wattage. Then design ur specie needs by selecting the night acces [AS @ generale, the basic verson of our products uses Swat lames 3"" on center fond con unformy luminate surfaces poshioned as close as 20 3 rom the cftacned with mouning screws, offering < rections. hase produc: Jaasant 2.400% calor femoerahre LAMP STYLE TYPE               PARTE: SL2-5W (5 WATTS) PARTE: S2-10W (10 WATS)     HOW TO SPECIFY / Specify by catalog number: ) QTY-100-SL2-3-12-5-F-LC-MC         ORDERING INFORMATION, PLEASE SPECIFY : -$L2- - + + - :       REQUIRED ACCESSORIES PER SECTION   iit        is =.) (eeO)     FESTOON XENON LAMP  OPTIONS. PART#: $L2-LC (LENS COVER) clear pelycarbonate lens may Be wad to prot Tequies sven protaction Ine lenges are open-ended so to facitate, ony Be used wih Sond Swat ame, ee PART#: $L2-MC (MOUNTING CHANNEL) 5 Forsaightun applications, we anna The chan       bbe screwed in place and tha lomp socket pushed info pasion. resting in very sepa nealation ond fanless naar teary   COLORED LENS red polycarbonate lenses are availabe if desire.   @ Yalow  Clear PART: SL2-LC-RED, SL2-LC-GREEN, SL2-LC-BLUE, SL2-IC-YELLOW, SL2-IC-CLEAR             ACCESSORIES iit c  1) cre TERMNATHOCK CONNECTORS  wAINLAINCTON FOX COMMECTONS ADAP, PARTH: SL-TB REQUIRED) ~PARTH:SL-IBC (REQUIRED) PART: SL-EC (REQUIRED) c banvs si2.sc a at: stack la (MOUNTING SCREWS) Q (CHANNEL CLAMPS) Fourholee are foundln each fame (Iwo screws n oppose rowed ino postion, fe Comers must be fightaned for Compatiie with tne SL/SL2-MC L ) proper instalation e ) moaning channel These clamps, which can easly be     SL1/SL2 MAXIMUM FIXTURE SIZE           [NUMBER OF LAMPS/FOOT (MAX. Length @ 12 SW oe ie 6 24 MAX Lengin @ 12V10W aa  8 2 MAX. Length @ 26 SW ee 2 6 MAX Lengin @ 26V 10W 9 1 1 24      SYSTEM LAYOUT & TRANSFORMER SYSTEM LAYOUT manteined by central locating the transformer and feeding MAX. FIXTURE SIZE fad watt 2 yolk nd 240 watt 8 val onan gh   TRANSFORMERS Poteciedby erent ats with (2004, cansderaon sabe ven            WATTS/LAMP CODE MAX. LAMPS. swiav to w/2av seicumt 96 Lames 48 Lamps lamp Spacing Maximum Lengths TRANSFORMER SPECIFICATION GUIDE   USE FORMULA To DETERMINE WHICH TRANSFORMER To USE    WIRING DIAGRAM Tanstomer         APPROXIMATE SIZES AND WEIGHT              Type oupatay) _ovpuav) Depth Halt With Weigh wogeie await game eae ane te Noyes wanwat vaundwamt gam"" eile wane te wogeie deamwamttau@dwamt eye pyre antes a wages aaarswate ke pare ate a   DETAILED SPECIFICATIONS BD Oy MATERIAL SPECIFICATIONS XENON Lames , ALUMINUM RERECTOR   = Socket contacts f FHBER-REINFORCED PB SOCKET i [> AME RATING 94v-0 PC PVC INSULATION RATED 140% AWG #12 PLateDy STANDARD CONDUCTORS    HEAT DATA, FIXTURES   produced by ight ures.   We fully comply with NEC/NFPA 70 Ait 410-415, wich stipulate hat al idures shat be bull stalled, or equipped wih guaras or Shades 20 a: fo avold the exposute 90C or 194.          Installation of nia Cove Lighting System must are tha nem pace TRANSFORMERS. (Open airflow is citical to the spat placement of tanstormers. areas that have Figh ferperaturesolack of sufflent ai flow fre not sla for installation of ranstormers.        RESULTS USING BASIC SYSTEM/HORIZONTAL      unum, 8 WAMs _pISTANCE (0) foam 5 io) RESULTS USING BASIC SYSTEM/ VERTICAL joo. nun, WATS DISTANCE (0) O      FESTOON XENON LAMP PHOTOMETRICS FOOTCANDLE SUMMARY This sections show typical point-by-point feolcandle values for three typical applications       CONVERSION FACTORS  Lome Wattage:  ft} Q) + Wot 22Lomen Lamp Wiese, dies +10 Wat, 95.0 Lumen Lome Lamp Spacing: 24 O.C., multiply by 1.24  y 40 O.C., Mutipty by 073, 60 O.C., multiply by 05 LAMPING 16"" 5 Walt/40 Lumen 3"" 0. Spacing, 48 Total Length       "
